# pwm-20 probe=out h=0.00001 steps=8000
t,v
0.0000000000000000e+0,4.9999999999999991e+0
4.0020010005002502e-5,5.0000000000000107e+0
8.0040020010005005e-5,5.0000000000000133e+0
1.2006003001500750e-4,5.0000000000000133e+0
1.6008004002001001e-4,5.0000000000000133e+0
2.0010005002501252e-4,5.0000000000000133e+0
2.4012006003001500e-4,5.0000000000000133e+0
2.8014007003501751e-4,5.0000000000000133e+0
3.2016008004002002e-4,5.0000000000000133e+0
3.6018009004502247e-4,5.0000000000000133e+0
4.0020010005002504e-4,5.0000000000000133e+0
4.4022011005502749e-4,4.9840373511292126e+0
4.8024012006003000e-4,4.9641807608779764e+0
5.2026013006503257e-4,4.9444032790603840e+0
5.6028014007003502e-4,4.9247045914388350e+0
6.0030015007503748e-4,4.9050843841059839e+0
6.4032016008004004e-4,4.8855423443937189e+0
6.8034017008504260e-4,4.8660781608794732e+0
7.2036018009004495e-4,4.8466915233813967e+0
7.6038019009504751e-4,4.8273821229534066e+0
8.0040020010005008e-4,4.8081496518802851e+0
8.4042021010505253e-4,4.7889938036727520e+0
8.8044022011005499e-4,4.7699142730625930e+0
9.2046023011505755e-4,4.7509107559978005e+0
9.6048024012006000e-4,4.7319829496377093e+0
1.0005002501250625e-3,4.7131305523481881e+0
1.0405202601300651e-3,4.6943532636968248e+0
1.0805402701350676e-3,4.6756507844481447e+0
1.1205602801400700e-3,4.6570228165588308e+0
1.1605802901450725e-3,4.6384690631729821e+0
1.2006003001500750e-3,4.6199892286173867e+0
1.2406203101550776e-3,4.6015830183967985e+0
1.2806403201600801e-3,4.5832501391892588e+0
1.3206603301650825e-3,4.5649902988414048e+0
1.3606803401700852e-3,4.5468032063638280e+0
1.4007003501750877e-3,4.5286885719264323e+0
1.4407203601800899e-3,4.5106461068538088e+0
1.4807403701850926e-3,4.4926755236206510e+0
1.5207603801900950e-3,4.4747765358471527e+0
1.5607803901950977e-3,4.4569488582944627e+0
1.6008004002001002e-3,4.4391922068601275e+0
1.6408204102051026e-3,4.4215062985735676e+0
1.6808404202101051e-3,4.4038908515915685e+0
1.7208604302151075e-3,4.3863455851937907e+0
1.7608804402201100e-3,4.3688702197782927e+0
1.8009004502251126e-3,4.3514644768570738e+0
1.8409204602301151e-3,4.3341280790516494e+0
1.8809404702351178e-3,4.3168607500886038e+0
1.9209604802401200e-3,4.2996622147952186e+0
1.9609804902451225e-3,4.2825321990950691e+0
2.0010005002501249e-3,4.2654704300036537e+0
2.0410205102551278e-3,4.2485782434704165e+0
2.0810405202601303e-3,4.2515718423885343e+0
2.1210605302651327e-3,4.2545536088238460e+0
2.1610805402701352e-3,4.2575234958027757e+0
2.2011005502751376e-3,4.2604815506413125e+0
2.2411205602801401e-3,4.2634278204789808e+0
2.2811405702851430e-3,4.2663623522676470e+0
2.3211605802901450e-3,4.2692851927721254e+0
2.3611805902951474e-3,4.2721963885709187e+0
2.4012006003001499e-3,4.2750959860569591e+0
2.4412206103051524e-3,4.2779840314383417e+0
2.4812406203101552e-3,4.2647967395090207e+0
2.5212606303151577e-3,4.2478056240637247e+0
2.5612806403201602e-3,4.2308822015270957e+0
2.6013006503251626e-3,4.2140262025419917e+0
2.6413206603301651e-3,4.1972373584946183e+0
2.6813406703351680e-3,4.1805154018372797e+0
2.7213606803401704e-3,4.1638600660881462e+0
2.7613806903451729e-3,4.1472710858270663e+0
2.8014007003501753e-3,4.1307481966913286e+0
2.8414207103551773e-3,4.1142911353714551e+0
2.8814407203601798e-3,4.0978996396070020e+0
2.9214607303651827e-3,4.0815734481823771e+0
2.9614807403701851e-3,4.0653123009226810e+0
3.0015007503751876e-3,4.0491159386895648e+0
3.0415207603801900e-3,4.0329841033770899e+0
3.0815407703851925e-3,4.0169165379076270e+0
3.1215607803901954e-3,4.0009129862277479e+0
3.1615807903951978e-3,3.9849731933041563e+0
3.2016008004002003e-3,3.9690969051196090e+0
3.2416208104052028e-3,3.9532838686688874e+0
3.2816408204102052e-3,3.9375338319547470e+0
3.3216608304152081e-3,3.9218465439839130e+0
3.3616808404202101e-3,3.9062217547630782e+0
3.4017008504252126e-3,3.8906592152949102e+0
3.4417208604302150e-3,3.8751586775740972e+0
3.4817408704352175e-3,3.8597198945833888e+0
3.5217608804402199e-3,3.8443426202896611e+0
3.5617808904452228e-3,3.8290266096399925e+0
3.6018009004502253e-3,3.8137716185577597e+0
3.6418209104552277e-3,3.7985774039387543e+0
3.6818409204602302e-3,3.7834437236472995e+0
3.7218609304652327e-3,3.7683703365124002e+0
3.7618809404702355e-3,3.7533570023238907e+0
3.8019009504752380e-3,3.7384034818286143e+0
3.8419209604802400e-3,3.7235095367266045e+0
3.8819409704852425e-3,3.7086749296672936e+0
3.9219609804902449e-3,3.6938994242457257e+0
3.9619809904952478e-3,3.6791827849987921e+0
